item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
AFENGAU Agarwood Incense Sticks - 40 Thick Sticks 9 Inch Thick Natural Charcoal Free Oud, Authentic Chinese Agarwood for Meditation & Luxury	<p>AFENGAU Agarwood Incense Sticks - 40 Premium Sticks</p><p>THE MAGIC OF AGARWOOD<br>Experience the authentic essence of Agarwood with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>40 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 40 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 40 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HD7NOOF	YJY-INC-AGARWOOD-40-US	19.99		2026-05-03 20:06:19 PDT		y	4			11				B0GZDJVS2P						8711727421185				AMAZON_NA	Migrated Template	Active
AFENGAU Bamboo Forest Incense Sticks -120 Sticks Natural Coreless Low Smoke, Zen Meditation & Home Fragrance, Authentic Chinese Bamboo Aroma	<p>AFENGAU Bamboo Forest Incense Sticks - 120 Premium Sticks</p><p>THE MAGIC OF BAMBOO FOREST<br>Experience the authentic essence of Bamboo Forest with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>120 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 120 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 120 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HCPLNFM	YJY-INC-BAMBOO-60-US	19.99		2026-05-03 20:00:20 PDT		y	4			11				B0GZDRB1TX						8711727421093				AMAZON_NA	Migrated Template	Active
AFENGAU Cherry Blossom Incense Sticks - 20 Sticks Natural Coreless Low Smoke, Premium Japanese Spring Floral for Meditation & Gift	<p>AFENGAU Cherry Blossom Incense Sticks - 20 Premium Sticks</p><p>THE MAGIC OF CHERRY BLOSSOM<br>Experience the authentic essence of Cherry Blossom with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>20 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 20 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 20 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HCYWA3A	YJY-INC-CHERRY-100-US	19.99		2026-05-03 20:12:31 PDT		y	4			11				B0GZDCC4MC						8711727421178				AMAZON_NA	Migrated Template	Active
AFENGAU 15 Sticks Rare Cliff Cypress Incense – Natural Hinoki-Style, Low Smoke, Woody Aromatherapy for Meditation, Yoga & Home Spa	<p>AFENGAU Hinoki Incense Sticks - 15 Premium Sticks</p><p>THE MAGIC OF HINOKI<br>Experience the authentic essence of Hinoki with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>15 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 15 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and freshening the space<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 15 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HD12HTP	YJY-INC-HINOKI-60-US	19.99		2026-05-03 20:06:24 PDT		y	4			11				B0GZDQPWFN						8711727421147				AMAZON_NA	Migrated Template	Active
AFENGAU Magnolia Incense Sticks - 47 Sticks Premium Natural Coreless, Authentic Chinese Yulan Magnolia Fragrance for Meditation & Yoga	<p>AFENGAU Magnolia Incense Sticks - 47 Premium Sticks</p><p>THE MAGIC OF MAGNOLIA<br>Experience the authentic essence of Magnolia with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>47 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 47 premium sticks in every beautifully packaged. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 47 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HD51P5F	YJY-INC-MAGNOLIA-110-US	19.99		2026-05-03 20:00:39 PDT		y	4			11				B0GZDTNZWT						8711727421123				AMAZON_NA	Migrated Template	Active
AFENGAU Osmanthus Incense Sticks - 47 Sticks Premium Natural Coreless Chinese GUI Hua, Sweet Apricot Floral Aroma for Meditation, Yoga & Home Fragrance | Low Smoke Non Toxic Aromatherapy Gift	Discover the Enchanting Scent of Natural Osmanthus Elevate your everyday environment with our exquisite Natural Osmanthus Incense Sticks. Designed to bring a touch of nature's elegance into your space, each stick releases the authentic, delicate, and sweet fragrance of real osmanthus flowers. This captivating aroma is renowned for its ability to create a serene and uplifting atmosphere, transforming any room into a peaceful sanctuary. Premium Quality & Convenient Supply Our commitment to quality ensures that every one of the 47 incense sticks is carefully crafted for a consistent and long-lasting burn. You'll enjoy a steady release of soothing floral scent, perfect for extended periods of relaxation, meditation, or simply unwinding after a long day. This convenient pack size offers an ideal supply for regular use, allowing you to easily maintain your desired ambiance. Perfect for Any Setting Whether you're looking to enhance the tranquility of your home, create a focused and calm atmosphere in your office, or enrich your yoga and meditation practices, these osmanthus incense sticks are the ideal choice. Made with pure and natural ingredients, they offer a clean and delightful aromatic experience, free from artificial additives. Immerse yourself in the gentle embrace of osmanthus and let its natural charm uplift your spirits.	0504HD4X9LF	YJY-INC-OSMANTHUS-110-US	19.99		2026-05-03 20:00:45 PDT		y	4			11				B0GZDKBPXK						8711727421130				AMAZON_NA	Migrated Template	Active
AFENGAU Pine Smoke Incense Sticks - 60 Sticks Natural Charcoal Free Coreless, Traditional Chinese Pine Resin Aroma for Meditation & Zen	<p>AFENGAU Pine Smoke Incense Sticks - 60 Premium Sticks</p><p>THE MAGIC OF PINE SMOKE<br>Experience the authentic essence of Pine Smoke with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>60 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 60 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 60 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HCXAAHG	YJY-INC-PINE-60-US	19.99		2026-05-03 20:06:31 PDT		y	4			11				B0GZDG7K98						8711727421192				AMAZON_NA	Migrated Template	Active
AFENGAU Plum Blossom Incense Sticks - 15 Coreless Low Smoke for Meditation & Home	AFENGAU Plum Blossom Incense Sticks offer a serene and authentic sensory experience, inviting you to embrace moments of stillness and reflection. Each pack contains 15 meticulously crafted coreless incense sticks, designed to transform your space into a peaceful sanctuary. Inspired by the enduring beauty of Chinese plum blossoms, our incense captures a delicate winter floral aroma, symbolizing resilience and renewal. The innovative coreless design ensures an ultra-low smoke burn, releasing a pure and clean fragrance without any harsh undertones, making it ideal for meditation, yoga, or simply enhancing your home's ambiance. AFENGAU incense is handcrafted using traditional techniques with only natural botanical essences and herbal ingredients, free from artificial fragrances, charcoal, and synthetic binders. This commitment to purity provides a pristine and calming experience. Perfect for personal wellness rituals or as a thoughtful gift, these incense sticks offer a unique journey into tranquility. Each stick burns for approximately 40-45 minutes, allowing for extended periods of relaxation and mindfulness. Embrace the subtle elegance and profound peace that AFENGAU Plum Blossom Incense brings to your daily life.	0504HCSA6RP	YJY-INC-PLUM-110-US	19.99		2026-05-03 20:00:33 PDT		y	4			11				B0GZDN4VR8						8711727421116				AMAZON_NA	Migrated Template	Active
AFENGAU Wisteria Incense Sticks - 20 Sticks Natural Coreless Floral, Japanese Spring Aromatherapy for Meditation & Relaxation, Premium Gift	<p>AFENGAU Wisteria Incense Sticks - 20 Premium Sticks</p><p>THE MAGIC OF WISTERIA<br>Experience the authentic essence of Wisteria with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>20 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 20 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 20 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HCYSYSA	YJY-INC-WISTERIA-60-US	19.99		2026-05-03 20:00:26 PDT		y	4			11				B0GZDGRVCP						8711727421109				AMAZON_NA	Migrated Template	Active
AFENGAU Yuzu Incense Sticks - 200 Sticks Natural Japanese Citrus Coreless, Refreshing Uplifting Aroma for Meditation, Yoga & Energy	<p>AFENGAU Yuzu Incense Sticks - 200 Premium Sticks</p><p>THE MAGIC OF YUZU<br>Experience the authentic essence of Yuzu with our premium incense sticks. Crafted to capture the delicate and natural fragrance, these sticks transform any space into a peaceful sanctuary, bringing the beauty of nature directly into your home.</p><p>200 STICKS - EXCEPTIONAL VALUE<br>While most brands offer fewer sticks at higher prices, AFENGAU provides 200 premium sticks in every beautifully packaged glass tube. This ensures you have an abundant supply for your daily rituals, meditation sessions, or simply to keep your home smelling wonderful for months.</p><p>CORELESS LOW-SMOKE FORMULA<br>Our natural incense features a coreless design that burns cleanly and evenly. The low-smoke formula ensures that you enjoy the pure, delicate fragrance without any harsh, overwhelming smoke or artificial chemical undertones. Perfect for those sensitive to strong odors.</p><p>PERFECT FOR:<br>- Daily meditation and mindfulness<br>- Yoga and breathing exercises<br>- Air purifying and odor elimination<br>- Creating a relaxing home sanctuary<br>- Thoughtful gifting for loved ones</p><p>PRODUCT SPECIFICATIONS:<br>- Quantity: 200 Sticks<br>- Stick Length: 9 inches (23 cm)<br>- Burn Time: Approximately 40-45 minutes per stick<br>- Packaging: Premium clear glass tube with cork stopper<br>- Ingredients: Natural wood powder and essential oils</p>	0504HD0RQTH	YJY-INC-YUZU-60-US	19.99		2026-05-03 20:12:23 PDT		y	4			11				B0GZDNRYX7						8711727421154				AMAZON_NA	Migrated Template	Active
Hainan Agarwood Incense Sticks (40 Pack) - Premium Chinese Agarwood, Coreless & Low Smoke for Temple, Meditation & Aromatherapy | Natural, Non-Toxic Oudh Incense for Spiritual Relaxation (agarwood)	Deepen meditation and enhance mindfulness Soothe the mind and relieve stress Purify your space and spirit Clean-burning coreless tip 100% natural, unprocessed agarwood Low smoke, non-toxic	1029F27NTPC	argarwood40	9.9		2025-10-29 03:28:51 PDT		y	4			11				B0FY6QW1LV						8711727421437				AMAZON_NA	Migrated Template	Active
